TS,DID,SID,FID,VR,VY,VB,AVG_VLN,VRY,VYB,VBR,AVG_VLL,IR,IY,IB,AVG_I,R_PF,Y_PF,B_PF,AVG_PF,FREQUENCY,R_KW,Y_KW,B_KW,TOTAL_KW,R_KVA,Y_KVA,B_KVA,TOTAL_KVA,R_KVAR,Y_KVAR,B_KVAR,TOTAL_KVAR,R_THD_V,Y_THD_V,B_THD_V,R_THD_I,Y_THD_I,B_THD_I,RSSI,KWH,KVAH,KVARH,LN_MAX_DEV,LN_VOL_IMB,LL_MAX_DEV,LL_VOL_IMB,I_MAX_DEV,I_CURR_IMB,PF_MAX_DEV,PF_IMB,KW_IMB_PCT,KVA_IMB_PCT,KVAR_IMB_PCT,AVG_THD_V,AVG_THD_I,THD_V_IMB_PCT,THD_I_IMB_PCT,DELTA_KWH,DELTA_KVAH,DELTA_KVARH,F_DEV_PCT,RT_LOAD_PCT,RT_PERF_SCORE,RT_ENG_COST_KWH,RT_ENG_COST_KVAH
9/20/2025 6:00,E_AA_Z_B_X_P0005_D4,17,V1.0,187.0979,240.6795028,223.5001343,247.2424869,385.5034577,385.1591643,479.9273279,422.5451269,100.2863126,103.5194181,92.28432465,108.0045692,0.381306702,0.817756656,0.879121521,0.883360524,51.64126952,8.416486314,27.69331364,7.12823527,55.81316839,15.03517816,21.8912074,28.90774773,86.88140079,1.064038265,15.68277557,15.08139877,41.06654414,11.96652668,5.515888848,0.555631017,0.753851101,12.26073438,3.552902834,-87.92358563,0.0,0.0,0.0,60.14458689999998,24.326153507882378,57.38220100000001,13.580135551670944,15.7202,14.5551,0.5021,56.8398,142.6874,63.216,137.7904,6.0126821816666665,5.522496105000001,189.7805,208.3638,0.0,0.0,0.0,3.2825,124.03,85.0,0.0,0.0
9/20/2025 6:01,E_AA_Z_B_X_P0005_D4,17,V1.0,214.5402241,294.6873583,207.7690663,247.0652424,420.7053701,395.9933399,484.0486628,401.7972155,109.8167031,75.19953254,109.243745,95.5533433,0.512682999,0.837839157,0.879810511,0.999007964,49.94726783,25.34276197,23.46940679,24.15906214,11.65516899,23.9655292,11.65722633,8.463645683,36.41769184,16.92401113,10.90570594,14.63983696,49.03033692,3.819218709,2.850373153,4.15392154,3.087794373,15.33358382,3.422810569,-78.64144794,0.561629684,0.908124452,0.420009885,47.62211590000004,19.27511755089353,82.2514473,20.470885343903035,20.3538,21.301,0.4863,48.6783,7.7018,105.4875,42.5126,3.6078378006666667,7.281396254,36.131,168.1791,0.561629684,0.908124452,0.420009885,0.1055,25.9,85.0,4.493037472,5.902808938
9/20/2025 6:02,E_AA_Z_B_X_P0005_D4,17,V1.0,212.3962507,258.8828631,190.6543062,225.2718675,517.2670704,311.0198935,453.6972255,451.5952268,33.7549102,93.60113895,103.7487404,90.38546448,0.739447661,0.971938278,0.836725168,0.907802311,49.81150432,24.67785152,11.04165751,4.776138804,26.6201152,10.13365524,9.301509645,27.03371617,7.966787918,9.409148014,9.216913642,27.10808017,24.75085464,3.231920578,12.15279064,6.320388912,17.25493323,7.089765788,6.664712578,-31.91040709,1.314935675,1.845312637,0.891912499,34.617561300000006,15.367014835973695,140.57533329999995,31.12861362510751,56.6306,62.6545,0.1684,18.5503,147.4359,114.4779,117.3598,7.235033376666666,10.336470532,123.301,102.4549,0.7533059910000001,0.9371881849999999,0.471902614,0.377,59.16,85.0,6.0264479280000005,6.091723202499999
9/20/2025 6:03,E_AA_Z_B_X_P0005_D4,17,V1.0,243.2285641,197.5733103,234.6614447,231.7387908,346.3499303,401.833711,405.471959,421.3143259,99.62725476,103.8056261,103.9518484,103.9305635,0.852130251,0.867871705,0.304488906,0.981443398,49.97273892,14.56282276,18.11149754,21.51471528,33.0975519,4.758178041,30.50569429,26.12274635,3.579660987,18.19621551,3.513934055,1.455233541,12.06003898,2.946202777,0.644868394,4.590136146,0.899970024,27.11795269,21.86922573,-33.34824481,1.919712732,2.642188224,1.402622114,34.1654805,14.743099496659667,74.96439559999999,17.79298518745194,4.3033,4.1406,0.677,68.98,38.4869,125.8296,216.8017,2.7270691056666667,16.629049481333336,144.6706,157.6637,0.604777057,0.7968755869999999,0.5107096149999999,0.0545,73.55,85.0,4.838216456,5.1796913154999995
9/20/2025 6:04,E_AA_Z_B_X_P0005_D4,17,V1.0,228.0210783,235.3231155,228.3050506,221.9976246,398.9194862,396.9674607,392.0391574,406.6143735,101.2427517,107.7921705,105.5860445,109.9602368,0.872899795,0.965836775,0.873106015,0.571027976,49.74366764,20.75616305,10.6830115,10.80414218,12.27004007,28.28207343,17.67406448,17.7986181,17.26525522,14.58939722,2.859126279,15.74796509,16.28979094,7.607044251,4.890780791,5.597107279,13.75326847,6.803434434,1.936683393,-84.80232824,2.507987511,3.359067604,1.919466897,13.325490900000005,6.00253760553076,14.575216099999977,3.5845304666781477,8.7175,7.9279,0.3948,69.1385,71.5367,49.9163,116.4777,6.031644106999999,7.497795432333333,45.0335,157.6008,0.588274779,0.71687938,0.516844783,0.5127,27.27,85.0,4.706198232,4.65971597
9/20/2025 6:05,E_AA_Z_B_X_P0005_D4,17,V1.0,244.2589331,275.2214646,248.9286033,237.5145116,398.0556803,394.3390324,406.8501155,414.7010245,105.7806995,100.6349292,92.90472574,99.18016995,0.933623793,0.878170766,0.909861186,0.360485534,50.83949705,3.568015701,16.60545941,10.8082204,24.22319354,0.169728004,2.180952452,16.78351744,48.30931183,13.43593763,4.487349089,10.16025157,0.992905002,4.315725804,0.673210726,2.411975871,5.053590581,9.138643524,29.5002937,-69.80045621,3.076103141,4.000289438,2.366553775,37.706953,15.8756417643662,20.36199210000001,4.9100414267242805,6.6005,6.6551,0.5731,158.98,126.2434,260.4832,95.5925,2.4669708003333333,14.564175935,147.6513,167.855,0.5681156299999999,0.6412218340000004,0.4470868779999999,1.679,53.83,85.0,4.544925039999999,4.167941921000002
9/20/2025 6:06,E_AA_Z_B_X_P0005_D4,17,V1.0,280.2814601,271.4828031,169.0847495,227.9062321,460.7474454,354.1113681,414.4451031,428.0578909,134.8227413,103.5388287,95.44422113,48.62538858,0.96024885,0.856897771,0.931455471,0.836212774,50.46259827,0.768786653,18.20617534,25.93218256,21.55959752,30.12093865,20.87147141,7.340773539,37.23596422,8.105100048,4.860298318,15.93393519,20.8967002,1.419203724,2.108322396,4.805920902,12.14693205,9.558238765,5.636374303,-81.33666398,3.644533582,4.607636838,2.928331683,58.821482600000024,25.809510366610123,73.94652280000003,17.274888367208003,86.1974,177.2683,0.124,14.8288,168.1028,117.1554,114.9539,2.7778156740000006,9.113848372666668,121.9202,71.4359,0.5684304410000003,0.6073474000000001,0.5617779080000003,0.9252,47.91,85.0,4.547443528000002,3.9477581000000006
9/20/2025 6:07,E_AA_Z_B_X_P0005_D4,17,V1.0,234.6378559,261.56059,243.7619915,201.518423,410.0000051,386.4322207,440.2741779,421.5718396,10.8273063,95.66888148,101.9604445,26.84284478,0.806098253,0.928409203,0.915585317,0.847040066,50.44741001,1.321128809,24.46428021,1.531210418,38.12933944,16.40421888,28.4330712,11.57124516,55.66807432,1.181505676,25.5923935,8.316760013,41.0022878,4.819662656,7.046260637,4.248916624,8.350534423,15.59591294,0.385595453,-87.53517007,4.273553654,5.43056286,3.365874831,60.04216699999998,29.79487736463677,35.13961889999996,8.335380971684799,75.1176,279.8422,0.0814,9.6099,254.1656,89.677,208.6956,5.371613305666666,8.110680938666667,52.0764,187.5344,0.6290200719999994,0.8229260219999999,0.43754314800000005,0.8948,84.73,85.0,5.0321605759999954,5.349019143
9/20/2025 6:08,E_AA_Z_B_X_P0005_D4,17,V1.0,243.861432,224.6483726,206.444967,236.014769,453.2500896,388.2628685,349.4666504,408.0001162,103.9290513,104.3996133,108.4867655,108.2865418,0.956084662,0.843539163,0.437854273,0.928157263,51.331546,23.31750205,5.521747871,27.82969663,65.8550686,17.06528325,16.45521667,23.70193742,57.94895078,19.04661237,16.33771821,7.493015341,8.76087472,3.694571706,13.66608182,4.229219368,4.999342857,9.999673736,1.940986442,-82.75509344,4.799062578,6.316892494,3.664365976,29.56980200000001,12.528793060403778,58.53346579999999,14.346433610157877,4.3575,4.024,0.4903,52.8251,118.0962,37.9924,80.8371,7.196624298,5.646667678333333,138.5582,142.7158,0.5255089240000004,0.886329634,0.29849114499999985,2.6631,146.34,85.0,4.204071392000003,5.761142620999999
9/20/2025 6:09,E_AA_Z_B_X_P0005_D4,17,V1.0,237.7123388,170.8145597,274.0772802,297.7636894,303.3561184,451.1524221,455.3727588,428.1010693,98.83099316,93.01106943,109.5734445,105.6514565,0.817308599,0.907682418,0.961407919,0.955622706,49.61574077,26.19337667,6.285620249,22.53342136,5.264939899,23.34793835,0.119615572,10.70651174,21.58331373,17.83722014,2.16796584,14.9224555,67.58894544,6.534381131,9.383926928,3.285153662,0.499840394,7.781665397,8.163120223,-36.59329823,5.322262692,6.960529296,4.308114372,126.94912969999999,42.63418751823136,124.74495089999999,29.139135555997075,12.6404,11.9642,0.1383,14.4722,108.5633,203.9118,134.5861,6.401153907,5.481542004666667,95.2762,139.8015,0.5232001139999998,0.6436368019999996,0.6437483960000003,0.7685,11.7,85.0,4.185600911999998,4.1836392129999975
9/20/2025 6:10,E_AA_Z_B_X_P0005_D4,17,V1.0,259.7784971,168.1803508,263.3384474,208.6522631,492.9079496,436.464737,405.6602762,422.3370519,128.6187451,109.0247953,109.125781,109.6966342,0.921824566,0.873116303,0.820165617,0.987534908,49.33787598,16.432907,6.386901666,6.453625827,28.49542026,12.89863251,24.07019782,2.556910817,80.68854193,7.616094618,11.82616365,23.31408278,40.76838345,14.2004895,8.595549392,4.144489883,3.060135848,13.26864455,8.03775504,-80.48598093,6.103056216,7.786290464,4.859332034,54.68618430000001,26.20924570264103,70.57089769999999,16.709615550546015,18.9221,17.2495,0.1674,16.9513,102.9535,163.2856,110.145,8.980176258333332,8.122178479333334,111.98,125.6868,0.7807935239999999,0.8257611680000005,0.551217662,1.3242,63.32,85.0,6.246348191999999,5.367447592000003
9/20/2025 6:11,E_AA_Z_B_X_P0005_D4,17,V1.0,257.2428634,229.4233042,167.7067046,235.3337016,426.9344606,301.0776029,413.2196427,402.4500552,103.2176576,106.657131,96.3399433,105.2408401,0.404531802,0.850375295,0.327725947,0.835045931,49.38182637,8.818877845,1.240554017,14.57786268,6.397695473,1.641833126,14.40490218,7.269404754,5.181029452,28.78765755,14.24975937,19.38294265,23.58664927,2.583565161,3.148410802,5.697581058,2.297197257,6.952264808,5.105580321,-86.25258868,6.745356971,8.444640269,5.561917328,67.62699700000002,28.736639308443195,101.37245230000002,25.188828027274678,8.9009,8.4576,0.5073,60.7511,162.4039,164.2176,69.8709,3.8098523403333338,4.785014128666666,81.7359,97.2843,0.642300755,0.6583498050000003,0.7025852939999995,1.2363,14.22,85.0,5.13840604,4.279273732500002
9/20/2025 6:12,E_AA_Z_B_X_P0005_D4,17,V1.0,243.0037579,168.594427,227.9150344,228.7198733,394.4649992,497.3812988,406.7589929,409.1717334,106.7667633,93.93210841,92.72187521,95.47676312,0.968441433,0.937082983,0.86628026,0.699650293,49.63936523,20.86538428,18.56216378,10.18630223,30.60494855,24.85480092,10.41994634,0.197373414,55.481362,2.479802743,12.35682993,9.25686463,13.67785362,4.375336896,11.70678215,5.441553415,6.68649561,16.43133241,3.911985661,-85.99195925,7.172644225,9.337633326,6.185692705,60.12544629999999,26.287810251248505,88.20956540000003,21.5580789677296,11.29,11.8249,0.2688,38.4192,64.5732,208.5364,122.9837,7.174557487000001,9.009937893666665,102.1867,138.9504,0.42728725400000034,0.892993057,0.6237753770000003,0.7213,68.01,85.0,3.4182980320000027,5.8044548705
9/20/2025 6:13,E_AA_Z_B_X_P0005_D4,17,V1.0,245.7627308,217.4791722,180.9001452,254.4059479,405.4986798,411.3451352,400.6883963,402.9652829,109.4095281,99.46057196,132.45274,90.07098455,0.862711016,0.914192115,0.817224654,0.883532688,50.25725268,21.20893509,27.96807218,25.31442322,42.85289704,16.03241306,1.789915711,12.71316619,73.67496293,8.568047946,28.23411017,10.48784848,53.24005359,2.328752043,3.391498927,1.237917879,9.530499793,8.707004977,3.990216336,-79.11271346,7.853851751,10.14133735,6.713830744,73.5058027,28.893114845291713,8.379852300000039,2.079546962381766,42.3818,47.0538,0.0663,7.504,27.2211,139.9273,124.7583,2.3193896163333334,7.409240368666667,92.8512,74.7753,0.6812075259999997,0.803704024,0.5281380389999999,0.5145,95.23,85.0,5.449660207999997,5.224076156
9/20/2025 6:14,E_AA_Z_B_X_P0005_D4,17,V1.0,277.5261506,258.0316974,229.6762778,245.0350535,445.8965187,417.34831,394.520573,425.9688926,106.695416,96.87491162,98.06844148,95.5670749,0.476368532,0.894064277,0.997846094,0.850560275,50.730093,27.76912684,27.98007346,8.127799967,69.62520066,28.28504665,12.52180942,12.38726127,68.05722265,6.415372137,3.025262512,8.720986158,16.60326586,2.437757554,2.925054901,2.697622256,13.34051175,21.3725035,6.141120314,-80.60080068,8.663733002,11.07117593,7.12336437,32.49109709999999,13.259775136621418,31.44831959999999,7.382773753277587,11.1283,11.6445,0.3742,43.9945,93.2367,89.6591,94.084,2.686811570333333,13.618045187999998,18.1366,111.8471,0.8098812510000011,0.9298385800000002,0.409533626,1.4602,154.72,85.0,6.479050008000009,6.043950770000001
9/20/2025 6:15,E_AA_Z_B_X_P0005_D4,17,V1.0,241.3874189,259.0503071,162.516147,278.2018725,392.7642321,507.4254196,288.4250283,428.8667464,102.3345562,95.38686745,11.13123972,3.69378147,0.910902054,0.989189152,0.840183663,0.916408058,49.62659294,18.74859726,25.56004692,22.27094348,25.86643177,2.812385595,3.516374256,12.97565054,55.53068793,13.0836248,11.19722808,7.491361371,30.64955323,14.46016048,2.668937495,5.403940915,13.63192017,3.299539201,9.919719455,-32.77200186,9.511150028,11.98694841,7.515566568,115.68572549999999,41.5833741377855,140.4417181,32.74716897005843,98.6408,2670.4558,0.0762,8.3151,30.6916,157.9421,52.8033,7.511012963333333,8.950392942,156.9858,115.4405,0.8474170259999987,0.9157724799999993,0.39220219799999967,0.7468,57.48,85.0,6.7793362079999895,5.952521119999996
9/20/2025 6:16,E_AA_Z_B_X_P0005_D4,17,V1.0,174.0283756,252.6099596,235.8176038,255.7574351,428.179042,406.2699409,395.5104597,425.8730188,96.90421717,93.90362949,95.44385604,99.10632155,0.864348218,0.985041993,0.887309772,0.862955412,50.54064829,7.820187474,1.700509342,10.47447126,21.80947915,30.73558783,17.59221443,12.77110761,49.56297519,15.99133449,22.37975719,28.6915397,45.23353047,5.484288387,4.073842343,4.27918621,0.287573341,20.83415778,2.248282,-84.96241909,10.25209635,12.75869125,7.869088618,81.7290595,31.955692497480793,30.3625591,7.129486433668382,5.2027,5.2496,0.1221,14.1491,131.6412,88.2069,56.8135,4.61243898,7.790004373666668,30.5792,263.7557,0.740946322000001,0.7717428399999999,0.3535220500000005,1.0813,48.47,85.0,5.927570576000008,5.0163284599999995
9/20/2025 6:17,E_AA_Z_B_X_P0005_D4,17,V1.0,252.4653306,220.5564974,228.5274954,255.7795411,420.5269937,327.4923948,406.7947131,386.9941535,96.96015821,38.15937902,108.8389282,94.44763126,0.94562742,0.814888437,0.893520835,0.795763934,50.45726329,27.31730195,19.53762862,0.323585328,17.09313538,23.97871937,24.79209747,17.95908239,41.77940057,2.439887852,13.74395266,29.84892189,20.90540956,5.468111538,13.24818926,11.31176857,9.452143374,0.512115933,9.573543249,-87.47809575,10.91120716,13.2360595,8.340275546,35.22304369999998,13.770860463866857,59.50175869999998,15.375363726263627,56.2883,59.5974,0.1499,18.8372,171.6484,30.7194,178.6273,10.009356455999999,6.512600852000001,77.7281,139.1368,0.6591108099999996,0.4773682499999996,0.4711869280000007,0.9145,37.98,85.0,5.272886479999997,3.1028936249999974
9/20/2025 6:18,E_AA_Z_B_X_P0005_D4,17,V1.0,235.973044,227.4003482,203.8431715,258.9461495,451.1961853,297.016674,281.0002148,489.6595228,91.58963795,70.89353708,139.8273049,95.70136134,0.868689899,0.935593243,0.920546702,0.853018805,50.12971696,25.1129422,10.89938131,27.73194822,47.64449691,28.89219622,27.05119497,17.71347381,28.5894996,21.87796806,0.821877631,18.4750242,10.6577,0.588327735,5.344144404,3.585414218,23.78798233,0.476928344,5.320194398,-84.93895574,11.437502,13.78914213,9.00697188,55.10297799999998,21.279705493361654,208.659308,42.613142047525606,44.1259,46.1079,0.0826,9.6833,79.2192,45.5303,153.4146,3.172628785666667,9.861701690666665,149.9015,236.3796,0.5262948400000003,0.5530826300000005,0.6666963339999992,0.2594,105.88,85.0,4.210358720000002,3.595037095000003
9/20/2025 6:19,E_AA_Z_B_X_P0005_D4,17,V1.0,219.6470264,240.7207454,277.8913406,244.9070347,495.3166355,464.2502867,454.8356108,428.340833,91.07638004,108.2733407,91.42833069,98.71495274,0.929929841,0.465873921,0.915308426,0.91330553,49.61138946,8.159254864,2.250046737,20.8841186,66.54246297,4.802664611,21.07235274,11.14478515,12.37305953,13.02761845,9.222389561,14.30160505,2.038634023,5.012846978,6.648180704,0.357427718,4.649939542,8.882580767,17.9917938,-50.48522323,11.90391462,14.54619634,9.378220986,32.98430589999998,13.46809247043649,66.97580250000004,15.636100352823485,9.5584,9.6828,0.4474,48.9869,178.6389,131.8458,41.688,4.0061518000000005,10.508104703,157.0273,126.9673,0.46641261999999983,0.7570542099999997,0.3712491060000005,0.7772,147.87,85.0,3.7313009599999987,4.920852364999998
9/20/2025 6:20,E_AA_Z_B_X_P0005_D4,17,V1.0,245.8265132,223.7928994,241.4714414,213.1384137,383.4365094,330.2254798,500.9384635,421.9999408,107.4549474,91.46813374,99.47603397,102.0661538,0.980637011,0.798770157,0.517831435,0.891728051,50.41721842,25.03488671,5.039532581,23.41278641,72.07569817,27.58908491,2.54619946,7.960340644,47.82109165,27.38570775,5.438878704,4.272297872,35.70773041,0.416828684,1.103951285,14.95925564,0.834548787,18.03946762,0.872643174,-54.95788624,12.84507274,15.57782194,10.09410725,32.68809949999999,15.336559436915802,91.77446099999997,21.747505657469983,10.598,10.3835,0.3739,41.9298,112.1503,197.2107,186.9166,5.4933452030000005,6.582219860333333,264.7281,261.3847,0.9411581200000008,1.0316256,0.7158862639999999,0.8344,160.17,85.0,7.529264960000006,6.7055663999999995
9/20/2025 6:21,E_AA_Z_B_X_P0005_D4,17,V1.0,232.681266,257.7338328,250.273007,211.0864156,468.5229507,407.8450303,423.6846536,416.7821673,91.50967159,134.6682107,109.1509959,106.2797222,0.980781149,0.953857544,0.933777358,0.561599851,50.11923839,26.94267382,3.639994381,0.58120469,14.11361857,31.5153007,31.55775927,13.09875319,9.132229726,23.61201923,0.414705576,13.77780133,59.44292171,3.217669778,6.955326864,9.11030385,9.047888646,6.64681269,3.669886382,-58.74804826,13.26588097,16.3347868,10.55885506,46.64741720000001,22.098730071003207,51.7407834,12.414346740213803,28.3885,26.7111,0.4192,74.6439,253.7695,72.7001,184.0836,6.427766830666666,6.454862572666667,91.6747,83.3171,0.4208082299999987,0.7569648600000001,0.4647478100000004,0.2385,31.36,85.0,3.3664658399999894,4.9202715900000005
9/20/2025 6:22,E_AA_Z_B_X_P0005_D4,17,V1.0,209.9188859,231.6119794,250.103991,271.3644331,360.4242134,290.6562902,406.7210035,403.2294842,106.8471906,105.759506,138.3273102,96.01706922,0.955805922,0.941683703,0.968324037,0.871495562,49.58408522,19.33638544,11.4914398,4.495345011,39.97297345,20.14363527,5.611185951,21.27551955,38.63144657,12.87459129,16.24469677,15.01157491,15.00489216,3.641658924,4.37130378,7.894388796,4.518041571,13.39973861,8.247666636,-70.40523873,13.86888698,17.200272,11.1636461,61.44554719999999,22.643183743006148,112.573194,27.917897477993996,42.3102,44.0653,0.0968,11.1073,126.0451,99.9206,22.9099,5.3024505,8.721815605666668,80.2031,101.8331,0.6030060099999996,0.8654851999999984,0.6047910399999985,0.8318,88.83,85.0,4.824048079999997,5.62565379999999
9/20/2025 6:23,E_AA_Z_B_X_P0005_D4,17,V1.0,235.8020288,242.6516035,256.4836463,299.6751199,384.4192684,374.2523296,386.6103989,434.9197876,90.91297032,109.8997948,91.48845067,104.3423226,0.939602034,0.924214508,0.840308311,0.99279792,49.75922625,15.44689085,21.73670054,26.79093743,53.05854872,2.634489557,24.71425658,9.035592087,52.45815122,16.4612012,7.599840011,4.53083505,74.4053022,1.259954022,0.566245376,3.984821154,12.23290777,9.72027921,4.358440644,-80.51027435,14.64231157,18.09882261,11.91671601,63.87309110000004,21.314112136274158,60.66745800000001,13.949114234323243,13.4294,12.8705,0.1525,15.3606,53.1964,182.0544,125.1793,1.937006850666667,8.770542541333333,176.4875,89.7831,0.7734245900000012,0.8985506100000009,0.7530699100000007,0.4815,117.91,85.0,6.1873967200000095,5.840578965000006
9/20/2025 6:24,E_AA_Z_B_X_P0005_D4,17,V1.0,208.7701159,238.3180207,229.8136373,257.2658378,475.276874,514.1714266,506.8828558,423.4337651,95.2617283,99.14674028,103.7938916,29.9324972,0.959376127,0.899527734,0.885488062,0.935901113,50.29656265,2.919770665,6.818886507,3.548408418,67.12069579,21.3542636,10.97801119,26.70924322,87.78900576,0.203199721,3.6087518,0.446549621,61.6966495,7.793903592,1.776058634,6.139474985,4.591860191,9.224516178,11.19194311,-84.571299,15.32244672,18.76471376,12.66587915,48.49572189999998,18.850432033537558,90.7376615,21.429009441080115,73.8614,246.7599,0.0504,5.3852,88.0356,79.9331,239.912,5.236479070333334,8.336106493,114.9216,79.1746,0.6801351499999999,0.6658911500000002,0.7491631400000003,0.5931,149.16,85.0,5.441081199999999,4.328292475000001
9/20/2025 6:25,E_AA_Z_B_X_P0005_D4,17,V1.0,247.5332793,244.0149075,298.8238325,194.9189334,464.7124299,350.5211924,302.785891,419.5175445,104.248119,101.1629615,104.2130197,100.5993086,0.874190585,0.983654366,0.968599768,0.839418091,49.27057297,14.45242444,15.55508532,5.436795123,49.30374487,0.355615914,23.14334204,29.03743244,39.08742272,8.965764264,20.45082901,12.42903195,37.80667249,7.340844552,4.43085559,1.009108754,15.23555623,3.052629394,0.484119227,-54.82134899,15.97278798,19.79637617,13.1820321,103.9048991,53.30672464063463,116.7316535,27.825213755750326,3.6488,3.6271,0.1442,17.1786,85.641,163.7826,82.3388,4.260269632,6.257434950333334,148.6229,235.7426,0.6503412599999994,1.0316624099999991,0.5161529500000004,1.4589,109.56,85.0,5.202730079999995,6.705805664999994
9/20/2025 6:26,E_AA_Z_B_X_P0005_D4,17,V1.0,259.2229645,178.3607038,222.6121601,246.3482056,302.0002746,384.0516291,284.3091143,410.6727301,94.70868125,100.1295086,105.1836724,102.245446,0.960239151,0.902161573,0.927233981,0.891376263,49.87382134,9.625798852,4.057502656,8.397168733,52.40151797,9.193242464,23.84361168,12.19555714,83.16663616,10.0653096,0.675770336,7.610966736,37.71864746,0.631499196,1.482563037,3.701624513,17.29211031,25.57521709,3.687129216,-85.09251916,16.59129919,20.55342732,13.69604338,67.98750179999999,27.598131528667402,126.36361580000005,30.769906677083263,7.5368,7.3713,0.0689,7.7296,75.6546,97.1673,153.4903,1.938562248666667,15.518152205333335,158.3713,141.0483,0.6185112100000012,0.7570511500000023,0.5140112800000001,0.2524,116.45,85.0,4.94808968000001,4.920832475000015
9/20/2025 6:27,E_AA_Z_B_X_P0005_D4,17,V1.0,239.3172633,244.9546734,220.6213891,244.3335319,410.2858759,455.7989006,380.1510422,322.7634315,109.0819663,105.8616012,96.1795225,100.2816686,0.995252285,0.945349217,0.888348149,0.842936509,49.82526365,20.43118846,9.411148011,13.57359273,21.30680652,16.74651085,25.47130942,24.43551473,50.43754811,16.0531687,5.934854653,9.909654519,14.63960475,2.935772846,1.266453891,8.657185646,1.25891963,0.528385414,7.17292727,-88.18346732,17.01733836,21.30288177,14.16977969,23.71214280000001,9.704825455437216,133.0354691,41.217639954357715,8.8003,8.7756,0.1523,18.0678,76.1474,39.2694,95.1635,4.286470794333334,2.9867441046666663,172.42,222.4677,0.42603916999999925,0.7494544499999982,0.4737363099999996,0.3495,47.35,85.0,3.408313359999994,4.871453924999988
9/20/2025 6:28,E_AA_Z_B_X_P0005_D4,17,V1.0,215.7072601,174.7024656,161.9473081,238.5604267,390.0472947,437.965666,341.5666446,379.7966383,99.80922773,91.56298123,93.75011949,14.22915996,0.946141588,0.802400583,0.984398224,0.840151713,49.87269553,27.64374779,15.09500561,5.897493374,70.98394487,26.8901982,21.07700798,4.741129015,29.33724706,0.029687595,18.08923486,4.631364426,36.96729044,0.818919743,11.83480146,4.794847979,16.41529776,5.888280766,2.786355627,-61.95449234,17.61131609,21.74788961,14.82164453,76.6131186,32.11476423805374,58.169027700000015,15.31583532712907,85.5801,601.4417,0.1442,17.1636,134.1361,126.0658,238.1449,5.816189727333334,8.363311384333334,189.4003,162.9611,0.5939777299999989,0.4450078400000024,0.65186484,0.2546,157.74,85.0,4.751821839999991,2.8925509600000154
